0,1,2,3,target
-16.368941174266087,44.00427720231886,-76.10579813933496,-129.99972920189967,107.80149199795075
-140.5611581625448,76.89479610919847,19.772376094721274,68.74700355476305,-391.706778057814
-67.7066003171253,-17.901544216951798,53.70902856730741,117.69079975144916,-200.763362602847
-42.41691707675255,101.0758998150099,47.454967706925935,-81.79910944106557,86.1731145207325
-130.48054114017995,-53.428961792337674,75.64481613334704,-19.504257534921273,-419.8385162140562
-89.06820291865817,94.86119191972637,145.4387538471546,-152.67770178811097,64.44532678095365
16.840151641072506,24.46214541619595,-60.452392403354104,-81.08850104765142,171.81270761085375
-99.6224169476741,4.2313883091926305,19.20792620914391,-4.358718834647098,-270.91395535363404
165.5315257803903,38.96668584435142,194.7143403698641,2.450775463406048,953.1609607612598
0.23376544985562217,-62.45393872700162,-136.94578419294535,81.08197742277635,-156.15943733843812
35.36738521320494,-74.2151564452229,-66.36286212030352,12.345270819370247,136.1766790309798
26.485998125955284,-11.134504158396766,156.3035371618941,116.52244154776137,293.0558656167673
65.07129377044691,-104.10017200181795,-128.96717660317282,-229.13694793007386,266.683204038829
-121.67357063537341,72.47843203632607,35.49223614509194,-180.29066087959396,-197.66433158912054
-30.211468039437662,44.04053675494505,-102.77249529196088,66.53806330821249,-107.4332987005667
146.54018635881144,3.9383188266691924,-9.37105262126459,-82.21603635917867,718.0438417469863
-208.95545824794456,14.782871696318475,-26.1835525434922,-122.23256525676337,-690.1798098064871
52.37154383502153,74.52935614458337,-45.391710912777924,35.612175502936566,284.60522191580594
-76.41960943753503,22.89398947168583,84.68622542407216,53.59782348077405,-182.79438996985644
-26.01993901454902,76.31015413300048,-125.30815198008843,-50.59234199387972,-72.00890389567968
-86.93164071352597,-121.29479892616801,-92.61002387534097,-193.32920283384115,-261.718069235507
-111.75632187200313,-44.99687758874961,-14.626832500925296,-87.74266134924103,-325.3015304327149
155.69351313776994,29.06814263117696,76.03933277240478,13.970765418333883,765.644267765747
20.005576793588702,-173.04489663597747,47.41074441484119,100.82949482019859,41.37304056670236
-61.77613832471774,-13.285347641179438,-39.18253856635484,-71.68150727344495,-178.994491327633
-113.86112972407014,-14.091814068186423,6.319036237529494,76.06971273987351,-386.9455447871668
34.52632010992182,-165.8406872147814,-86.29874384625963,59.176206351007046,-21.96565273698232
95.96740004583198,94.90128021507786,74.98558047739742,93.7496113144765,522.1015980690845
62.75612356431609,-24.948949350124032,-77.82410194525298,-55.21686870483398,247.29251120658427
50.44364221934888,5.008577903300798,66.82339491620834,0.46711050509455193,330.5024345168314
13.19984053644975,20.053148699486893,-6.700466259673203,-32.86053766744595,192.08716404698458
