0,1,2,3,4,5,6,7,8,target
-85.99182910438424,102.78974543137143,-39.92142788326909,-13.029256053274393,-69.64526040554361,-47.81738504575631,-126.81597494834178,35.69531794037875,34.423348891742776,-978.6028354780042
-138.06768863777114,2.082221597631595,-62.01926718879951,17.874971492602633,-132.3130147144366,68.32096643383721,-6.949232028528965,97.33565382936523,-215.50244144425545,-1095.5389958763064
-98.82333600398154,-13.120997905599626,-83.90197758259255,24.986372323173793,68.34966218475806,72.05692791811217,36.57029080610704,27.37653666380738,-111.0356249502007,-36.72736103177622
-41.41478055091276,-59.21567229622322,18.646740557245046,16.07283274805177,53.78017596021433,92.87050890709361,137.56016752825855,98.17572166388501,-93.26301265436001,350.86620743547263
-107.3732790683051,38.0523288648758,-54.28255439719932,-48.48303387864934,-168.3470069806169,264.2482074850273,15.375913097901064,-89.73885457636128,87.3975136543434,-9.618872338199296
-162.72194346556833,69.60443045720305,75.55437865511226,132.04680145869492,-33.6828159648462,110.28968774206844,-144.16461463477415,-19.98251070190524,15.760392572268419,329.03266283277384
5.217167679080172,-101.19456812084331,-128.35408842909186,52.14079105990357,119.90389740004206,-67.48407900355001,264.4202725287279,-99.84494005318373,94.36533171082172,496.96592061656975
-42.13634155264477,-107.03346172560731,-214.25153366549847,-160.27184058220874,-152.43605804440693,11.068921531720267,82.89443009501105,197.32337212423812,168.92651531035125,-1379.7386041450793
38.15411889485682,163.083548317812,115.44056366396813,-114.81286392237931,122.01545309390369,38.29671276689775,-86.60248487305813,-22.320162679006472,-39.375151451797095,408.149057053431
-189.48060900530143,-91.90037906800765,73.180545338258,118.45390773855414,-20.942352986629288,114.02544975645353,69.56667646525177,67.12385481370663,91.35073448266375,916.7534453400955
-61.978763724574335,167.82336862273146,25.522326979702783,-80.2128643873119,305.1781518296847,-204.85471041005016,-168.32845267720677,167.3447254595161,-68.4620422046833,-306.4581427906633
-30.41545562399249,-64.84641288785863,-184.6618064304216,-75.10388838182006,-6.866842655880183,-27.79837332962165,119.66045853781095,178.34853924540994,-4.431519889511364,-1103.4247933498702
26.1841568150819,-114.45313968420922,-18.832390854211706,-172.13479687161794,49.40475469672877,164.2314063647966,-93.02203261264039,-188.9993037202838,-146.3483539330744,1335.5831954474534
4.6939636460584575,-86.09022902529489,-115.29854900151015,-105.27682860573245,-44.15466919117737,-75.6805422720054,-105.73781020481896,85.69385714523304,98.2255178222293,-525.3080525330565
